"host_response_time","host_response_rate","host_is_superhost","host_listings_count","host_total_listings_count","neighbourhood_cleansed","neighbourhood_group_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","reviews_per_month","count_summary","count_description","count_space","count_neighborhood","count_notes","count_transit","count_host","count_amenities","count_total"
"within a few hours",95,"f",3,3,"Broadway","Capitol Hill",47.62424754,-122.3183794,"House","Private room",1,1,1,1,"Real Bed",58,0,0,1,0,1,25,55,85,360,279,95,10,10,10,10,10,10,"f","strict","f","f",3,7.59,0,192,192,0,0,0,151,9,535
"within an hour",100,"f",2,2,"Broadway","Capitol Hill",47.62224427,-122.3284876,"Apartment","Entire home/apt",2,1,1,2,"Real Bed",100,100,60,1,0,1,30,58,88,363,7,80,8,9,10,9,10,9,"f","moderate","f","f",2,1.17,55,200,39,0,0,0,0,0,294
"within an hour",100,"f",1,1,"Broadway","Capitol Hill",47.61584269,-122.3255291,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",80,0,50,1,0,1,0,0,0,121,9,100,10,10,10,10,10,10,"f","moderate","f","f",1,1.86,46,182,56,0,42,95,51,10,472
"N/A",94.8888888888889,"f",1,1,"Broadway","Capitol Hill",47.6170618,-122.3258724,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",100,0,0,1,0,1,0,0,0,7,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,37,124,18,34,1,0,0,20,214
"within a few hours",88,"f",1,1,"Broadway","Capitol Hill",47.62171343,-122.3272617,"Apartment","Entire home/apt",2,1.5,1,1,"Real Bed",169,0,0,1,0,1,14,42,72,347,15,97,10,9,10,10,10,9,"f","flexible","f","f",1,3.52,39,183,0,0,0,100,50,8,372
"within an hour",100,"f",1,1,"Broadway","Capitol Hill",47.62013094,-122.3240287,"Apartment","Entire home/apt",2,1,0,1,"Futon",114,95,10,1,0,1,0,0,0,100,6,100,10,10,10,10,10,10,"f","flexible","f","f",1,1.46,47,185,74,63,11,8,70,11,458
"within an hour",100,"f",1,1,"Broadway","Capitol Hill",47.62029731,-122.3252944,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",85,125,0,2,25,3,0,0,2,95,15,97,10,9,10,10,10,10,"f","strict","f","f",1,2.1,34,168,66,99,52,93,173,10,685
"within a day",100,"f",1,1,"Broadway","Capitol Hill",47.6198705,-122.3239885,"Apartment","Entire home/apt",4,1,0,2,"Real Bed",190,0,50,1,0,1,0,0,0,2,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,27,27,0,0,0,0,28,11,82
"within an hour",100,"f",1,1,"Broadway","Capitol Hill",47.62056469,-122.3250816,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,0,0,1,0,1,0,0,0,208,8,95,10,10,10,10,9,10,"f","flexible","f","f",1,0.42,34,173,114,0,24,18,125,11,488
"within an hour",100,"f",18,18,"Broadway","Capitol Hill",47.62335267,-122.3230689,"House","Shared room",1,1,1,1,"Real Bed",40,0,0,1,0,2,19,49,79,354,44,90,9,9,10,10,10,9,"f","strict","f","f",18,3.38,43,185,187,0,30,106,31,16,582
"N/A",94.8888888888889,"f",1,1,"Broadway","Capitol Hill",47.62290309,-122.3259805,"Apartment","Shared room",2,1,1,1,"Real Bed",40,0,0,1,0,1,0,0,0,61,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,41,41,0,0,0,0,0,17,82
"within an hour",90,"f",37,37,"Broadway","Capitol Hill",47.62362134,-122.3195299,"House","Shared room",1,0.5,1,1,"Real Bed",53,350,35,1,0,4,30,60,90,365,1,100,10,10,10,10,10,10,"f","strict","f","f",37,0.29,41,171,171,0,0,0,103,7,486
"within an hour",90,"f",37,37,"Broadway","Capitol Hill",47.62486044,-122.3210681,"House","Shared room",1,1,1,1,"Real Bed",65,350,35,1,0,4,30,60,90,365,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",37,0,0,179,179,0,0,0,103,8,461
"within an hour",90,"f",37,37,"Broadway","Capitol Hill",47.62365295,-122.3209043,"House","Shared room",1,0.5,1,1,"Real Bed",55,350,35,1,0,4,30,60,90,365,10,96,9,9,9,9,10,10,"f","strict","f","f",37,1.47,0,171,171,0,0,0,103,7,445
"within an hour",90,"f",37,37,"Broadway","Capitol Hill",47.62412433,-122.3199755,"House","Shared room",1,0.5,1,1,"Real Bed",53,350,35,1,0,4,30,60,90,365,5,92,8,9,8,10,10,9,"f","strict","f","f",37,0.79,0,171,171,0,0,0,103,7,445
"within an hour",90,"f",37,37,"Broadway","Capitol Hill",47.62528522,-122.3200901,"House","Shared room",1,0.5,1,1,"Real Bed",55,350,35,1,0,4,30,60,90,365,1,80,10,8,4,6,8,8,"f","strict","f","f",37,0.24,0,171,171,61,70,18,103,8,594
"within an hour",90,"f",37,37,"Broadway","Capitol Hill",47.62430121,-122.3191542,"House","Shared room",1,0.5,1,1,"Real Bed",49,350,35,1,0,4,30,60,90,365,4,70,10,8,9,9,10,7,"f","strict","f","f",37,0.24,0,171,171,0,0,0,103,7,445
"within a day",50,"f",1,1,"Broadway","Capitol Hill",47.62244315,-122.3157415,"Apartment","Private room",2,1,1,1,"Real Bed",75,0,10,1,0,1,0,0,0,275,6,92,9,8,9,10,10,9,"f","flexible","f","f",1,0.66,44,189,29,62,26,35,0,13,385
"within an hour",100,"f",3,3,"Broadway","Capitol Hill",47.62465019,-122.3168894,"Apartment","Private room",2,1,1,1,"Real Bed",89,0,10,1,10,1,29,59,89,364,294,91,9,9,9,10,10,9,"f","strict","f","f",2,6.06,41,175,85,26,36,169,337,15,869
"within a few hours",100,"f",1,1,"Broadway","Capitol Hill",47.62318659,-122.3272225,"Condominium","Entire home/apt",2,1,1,1,"Real Bed",250,300,0,1,0,1,30,60,90,365,7,100,10,10,10,10,10,9,"f","flexible","f","f",1,1.21,44,182,46,59,0,40,0,14,371
"N/A",94.8888888888889,"f",1,1,"Broadway","Capitol Hill",47.62297911,-122.328656,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",199,300,68,0,0,3,30,60,90,365,22,94,9,9,10,10,10,9,"f","strict","f","f",1,0.61,0,91,91,0,0,0,29,10,211
"within a few hours",100,"f",4,4,"Broadway","Capitol Hill",47.62202852,-122.3163546,"House","Private room",2,1,1,1,"Real Bed",89,150,20,2,20,1,30,59,89,364,19,97,10,10,10,10,10,10,"f","strict","f","f",4,2.57,42,164,112,101,102,142,111,9,774
"within an hour",100,"f",2,2,"Broadway","Capitol Hill",47.62164177,-122.3268448,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",110,0,35,1,0,1,18,37,61,61,12,93,10,10,10,10,10,9,"f","moderate","f","f",2,2.02,49,181,95,35,20,41,14,13,435
"within an hour",100,"f",2,2,"Broadway","Capitol Hill",47.61885234,-122.326262,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",155,0,35,1,0,1,20,50,80,355,135,92,9,9,9,10,10,9,"f","moderate","f","f",2,6.02,43,166,112,57,74,22,67,11,541
"within an hour",100,"f",8,8,"Broadway","Capitol Hill",47.62177825,-122.3237871,"Apartment","Entire home/apt",4,NA,1,1,"Real Bed",119,200,88,1,0,2,30,60,90,365,52,96,10,10,9,10,10,9,"f","strict","f","f",7,1.41,37,174,172,0,17,18,59,8,477
"within an hour",100,"f",2,2,"Broadway","Capitol Hill",47.61485288,-122.3239921,"Apartment","Shared room",1,1,1,1,"Real Bed",25,0,0,1,0,1,13,18,47,47,2,100,10,10,10,10,10,10,"f","flexible","f","f",2,2,38,179,143,53,67,116,95,15,691
"within a few hours",100,"f",1,1,"Broadway","Capitol Hill",47.61481836,-122.3250582,"Apartment","Entire home/apt",2,1,1,1,"Futon",159,0,50,2,0,1,0,0,0,182,8,95,9,10,10,10,10,10,"f","flexible","f","f",1,1.22,46,182,23,41,0,22,33,11,347
"within an hour",96,"f",2,2,"Broadway","Capitol Hill",47.61880494,-122.3188491,"Apartment","Entire home/apt",5,1,1,3,"Real Bed",125,250,60,4,25,1,21,51,81,356,8,95,10,10,10,10,10,9,"f","strict","f","t",2,2.67,34,94,60,0,0,0,42,24,230
"within a day",69,"f",1,1,"Broadway","Capitol Hill",47.61681894,-122.3247123,"Apartment","Shared room",2,1,1,1,"Futon",25,0,0,1,10,1,22,52,82,357,39,85,9,7,9,10,10,9,"f","moderate","f","f",1,3.55,34,157,65,11,0,11,13,15,291
"within an hour",96,"f",2,2,"Broadway","Capitol Hill",47.61917439,-122.3218492,"Apartment","Entire home/apt",5,1,1,3,"Real Bed",225,250,60,3,25,1,30,60,90,365,84,91,9,8,9,10,10,9,"f","strict","f","t",2,1.85,1,148,148,0,0,0,42,20,339
"within an hour",100,"f",2,2,"Broadway","Capitol Hill",47.62847549,-122.3216158,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",89,0,25,1,0,2,0,0,0,148,15,89,9,9,9,9,9,9,"f","flexible","f","f",2,2.85,45,184,141,22,24,32,54,16,502
"within an hour",100,"f",1,1,"Broadway","Capitol Hill",47.62205783,-122.3180947,"Apartment","Entire home/apt",2,1,2,1,"Real Bed",190,0,20,2,0,2,24,54,84,359,31,93,9,10,10,10,10,9,"f","moderate","f","f",1,1.07,37,173,100,159,41,105,94,10,709
"N/A",94.8888888888889,"f",1,1,"Broadway","Capitol Hill",47.62297719,-122.3270508,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",99,0,25,2,0,1,0,0,0,2,15,97,10,10,10,10,10,9,"f","moderate","f","f",1,0.85,48,48,0,0,0,0,0,8,96
"within a day",100,"f",1,1,"Broadway","Capitol Hill",47.6236286,-122.3268892,"Apartment","Entire home/apt",3,1,1,2,"Real Bed",49,150,30,1,0,2,0,0,0,103,2,100,10,10,10,10,10,10,"f","strict","f","f",1,0.54,46,175,18,18,54,37,60,15,408
"within a day",100,"f",3,3,"Broadway","Capitol Hill",47.61953147,-122.3158145,"House","Private room",2,1,1,1,"Real Bed",100,0,35,1,0,1,30,60,89,89,51,94,9,9,10,10,10,9,"f","moderate","f","t",3,1.23,26,169,147,0,51,0,15,10,408
"within a few hours",95,"f",3,3,"Broadway","Capitol Hill",47.62238556,-122.3147673,"House","Private room",1,1,1,1,"Real Bed",58,0,0,1,0,1,27,57,87,362,263,96,10,10,10,10,10,10,"f","strict","f","f",3,7.19,0,194,194,0,0,0,151,11,539
"N/A",94.8888888888889,"f",1,1,"Broadway","Capitol Hill",47.62000171,-122.3169148,"House","Private room",2,2,1,1,"Real Bed",200,0,0,1,0,1,0,0,0,0,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","moderate","f","f",1,0,24,24,0,0,0,0,74,13,122
"within a few hours",100,"f",3,3,"Broadway","Capitol Hill",47.6149106,-122.3261158,"Apartment","Private room",2,1,1,1,"Real Bed",59,0,30,2,20,2,8,24,50,316,24,97,10,9,10,10,10,10,"f","flexible","f","f",3,2.01,50,201,110,22,35,22,12,12,452
"within an hour",100,"f",1,1,"Broadway","Capitol Hill",47.62169511,-122.326681,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",65,0,0,2,25,1,0,1,1,5,2,100,10,9,10,10,10,10,"f","flexible","f","f",1,1.62,44,82,0,0,0,38,0,14,164
"within a day",100,"f",1,1,"Broadway","Capitol Hill",47.61669008,-122.3238819,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",80,0,0,1,0,1,0,0,0,0,2,90,8,10,10,10,10,9,"f","flexible","f","f",1,2,35,190,70,38,11,18,0,9,362
"within an hour",99,"f",17,17,"Broadway","Capitol Hill",47.6261763,-122.3176248,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",69,95,25,1,0,1,2,32,62,337,2,70,6,10,10,9,10,7,"t","moderate","f","f",15,2,40,173,66,15,23,45,0,15,362
"N/A",94.8888888888889,"f",1,1,"Broadway","Capitol Hill",47.62824409,-122.3190871,"House","Private room",1,NA,1,1,"Real Bed",75,0,0,1,0,1,2,32,62,337,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,0,171,171,0,0,0,19,0,361
"within an hour",100,"f",1,1,"Broadway","Capitol Hill",47.62241455,-122.3126606,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",97,0,27,1,0,2,25,52,82,357,8,95,9,10,10,10,10,9,"t","moderate","f","f",1,1.88,34,183,153,81,60,49,61,12,621
"within a day",93,"f",8,8,"Broadway","Capitol Hill",47.61479098,-122.3232604,"Apartment","Entire home/apt",4,1,1,1,"Real Bed",174,0,60,1,0,3,12,19,45,302,19,98,10,10,10,10,10,9,"f","strict","f","f",6,0.87,41,189,191,86,97,192,351,18,1147
"within a few hours",95,"f",3,3,"Broadway","Capitol Hill",47.62632427,-122.3170828,"House","Private room",2,1,1,2,"Real Bed",78,0,0,1,0,1,25,55,85,360,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",3,0,31,31,0,0,0,0,151,11,213
"within an hour",100,"f",3,3,"Broadway","Capitol Hill",47.62360708,-122.3172353,"Apartment","Private room",2,1,1,1,"Real Bed",89,0,10,1,10,1,30,60,90,365,193,90,9,9,9,9,10,9,"f","strict","f","f",2,7.24,41,174,85,26,36,169,337,15,868
"within an hour",100,"f",1,1,"Broadway","Capitol Hill",47.61796415,-122.3270272,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",125,200,50,1,0,3,0,26,49,324,3,60,9,6,9,9,9,7,"f","strict","f","f",1,0.19,45,184,142,53,9,41,12,15,486
"within a few hours",75,"f",1,1,"Broadway","Capitol Hill",47.63504487,-122.3210174,"House","Entire home/apt",4,2,2,2,"Real Bed",130,0,80,1,0,1,24,54,83,83,3,80,8,6,8,9,7,7,"f","moderate","f","f",1,0.75,42,42,0,0,0,0,22,16,106
"N/A",94.8888888888889,"f",1,1,"Broadway","Capitol Hill",47.62068699,-122.3274872,"Apartment","Entire home/apt",4,1,1,1,"Real Bed",132,0,0,2,40,1,30,60,90,365,11,96,10,8,10,10,10,9,"f","moderate","f","f",1,0.55,40,173,121,166,0,56,138,11,694
"within an hour",100,"f",8,8,"Broadway","Capitol Hill",47.62213656,-122.3257025,"Apartment","Entire home/apt",4,1,1,1,"Real Bed",119,200,87,1,0,2,8,38,68,343,61,96,10,10,10,10,10,9,"f","strict","f","f",7,2.18,0,173,173,0,39,0,59,10,444
"within an hour",100,"f",1,1,"Broadway","Capitol Hill",47.62276797,-122.3261681,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",150,0,30,4,50,2,25,55,85,355,1,100,10,10,10,10,10,10,"f","flexible","f","f",1,0.81,41,149,20,152,45,88,113,18,608
"within an hour",100,"f",1,1,"Broadway","Capitol Hill",47.62659131,-122.3267556,"Apartment","Entire home/apt",2,1,1,2,"Real Bed",115,250,50,1,10,1,15,45,75,350,17,95,10,10,10,10,10,10,"f","moderate","f","f",1,1.77,38,151,26,85,58,56,60,19,474
"within a few hours",80,"f",3,3,"Broadway","Capitol Hill",47.62345136,-122.3258653,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",99,200,88,1,0,1,26,56,82,357,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","strict","f","f",3,0,41,166,158,62,0,58,35,17,520
"within a few hours",100,"f",4,4,"Broadway","Capitol Hill",47.6203539,-122.3170261,"House","Entire home/apt",2,1,1,1,"Real Bed",99,200,30,2,25,1,30,59,89,364,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","strict","f","f",4,0,37,162,115,102,87,150,111,8,764
"N/A",94.8888888888889,"f",1,1,"Broadway","Capitol Hill",47.61677145,-122.3175892,"House","Private room",2,1,1,1,"Real Bed",120,100,10,1,10,1,21,44,74,346,41,93,9,9,10,10,10,9,"f","flexible","f","f",1,4.47,84,185,109,33,41,29,52,14,533
"within a day",90,"f",1,1,"Broadway","Capitol Hill",47.62234268,-122.3159605,"Apartment","Private room",2,1,1,1,"Real Bed",70,0,0,1,0,2,30,60,90,365,4,90,9,9,10,10,10,9,"f","flexible","f","f",1,0.94,11,11,0,0,0,0,0,11,22
"within a day",90,"f",2,2,"Broadway","Capitol Hill",47.63010058,-122.313119,"Apartment","Private room",2,1,1,1,"Real Bed",150,0,0,1,0,2,23,53,82,82,44,95,10,10,10,10,10,10,"f","flexible","f","f",1,3.66,37,175,65,168,155,85,142,15,827
"within a day",80,"f",3,3,"Broadway","Capitol Hill",47.61890988,-122.317571,"Apartment","Private room",2,1,1,1,"Real Bed",118,0,12,1,0,1,30,60,90,365,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",2,0,22,22,0,0,0,0,7,6,51
"N/A",94.8888888888889,"f",1,1,"Broadway","Capitol Hill",47.61553857,-122.3248606,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,0,35,1,25,3,0,0,0,177,2,100,10,10,10,10,10,10,"f","strict","f","f",1,0.41,40,163,39,141,27,47,7,13,464
"within an hour",100,"f",2,2,"Broadway","Capitol Hill",47.63588357,-122.3218574,"House","Private room",4,1,1,3,"Real Bed",100,200,0,2,20,3,30,60,90,365,11,98,10,10,10,10,10,10,"f","moderate","f","f",2,0.62,46,183,185,0,0,0,58,18,472
"within a few hours",100,"f",1,1,"Broadway","Capitol Hill",47.62445666,-122.3161708,"Apartment","Entire home/apt",4,1,1,3,"Real Bed",65,0,0,1,0,7,0,0,0,2,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,33,172,0,49,10,69,0,12,333
"within a day",89,"f",1,1,"Broadway","Capitol Hill",47.61630367,-122.3235746,"Apartment","Entire home/apt",3,1,0,1,"Real Bed",115,200,10,2,30,1,0,0,11,259,6,97,10,9,9,10,10,9,"f","strict","f","f",1,1.41,39,189,57,82,169,41,61,10,638
"within an hour",100,"f",2,2,"Broadway","Capitol Hill",47.62187051,-122.3278452,"Apartment","Private room",2,1,1,1,"Real Bed",59,100,35,1,0,1,25,44,44,138,24,93,9,9,9,10,9,9,"f","moderate","f","f",2,4.62,41,55,0,0,0,14,0,7,110
"within a few hours",97,"f",5,5,"Broadway","Capitol Hill",47.62825489,-122.3261987,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",155,1000,100,1,0,3,30,60,90,365,4,70,10,10,9,9,10,9,"f","strict","f","f",1,0.94,36,149,144,22,80,46,0,12,477
"within a day",100,"f",1,1,"Broadway","Capitol Hill",47.6226625,-122.327929,"Apartment","Entire home/apt",3,1,1,2,"Real Bed",100,200,20,3,20,1,0,4,4,140,3,100,10,10,10,10,10,10,"f","moderate","f","f",1,0.7,46,168,4,170,21,33,23,14,465
"N/A",94.8888888888889,"f",1,1,"Broadway","Capitol Hill",47.61620832,-122.3162362,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",175,0,0,1,0,1,27,57,87,362,3,100,10,8,10,10,10,9,"f","flexible","f","f",1,0.24,39,177,181,30,0,48,72,6,547
"within an hour",100,"f",1,1,"Broadway","Capitol Hill",47.61604487,-122.3264487,"Apartment","Private room",5,1,1,2,"Real Bed",84,0,20,2,27,1,6,21,37,300,38,97,10,9,10,10,10,10,"t","flexible","f","f",1,8.09,41,187,56,177,54,76,80,30,671
"within a day",100,"f",1,1,"Broadway","Capitol Hill",47.62406052,-122.3277855,"House","Entire home/apt",4,1,2,2,"Real Bed",175,0,40,1,0,2,8,26,56,331,1,100,10,10,10,10,10,10,"f","flexible","f","f",1,0.86,47,198,47,71,0,33,49,11,445
"within an hour",100,"f",1,1,"Broadway","Capitol Hill",47.62075063,-122.3165411,"Townhouse","Private room",2,1,1,1,"Real Bed",99,0,0,1,0,1,30,60,90,179,1,100,10,10,10,10,10,10,"f","flexible","f","f",1,1,42,178,88,67,30,53,112,18,570
"within a few hours",100,"f",1,1,"Broadway","Capitol Hill",47.6170104,-122.3203997,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",185,500,0,1,0,4,27,57,87,176,13,98,10,10,10,10,10,10,"f","moderate","f","f",1,0.36,23,186,192,0,0,0,15,13,416
"within a few hours",100,"f",1,1,"Broadway","Capitol Hill",47.62028016,-122.3231304,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",90,0,0,1,0,1,0,0,0,65,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,32,32,0,0,0,0,0,6,64
"N/A",94.8888888888889,"f",1,1,"Broadway","Capitol Hill",47.61597844,-122.3269306,"Apartment","Entire home/apt",3,1.5,2,1,"Real Bed",250,500,100,3,20,3,9,9,9,11,4,100,10,10,10,10,10,9,"f","strict","f","f",1,0.13,24,174,173,0,0,19,76,14,466
"N/A",94.8888888888889,"f",1,1,"Broadway","Capitol Hill",47.61539738,-122.3256396,"Condominium","Entire home/apt",2,1,1,1,"Real Bed",85,0,0,1,0,1,3,24,53,53,40,94,10,10,10,10,10,9,"f","flexible","f","f",1,0.5,37,183,6,57,34,20,49,15,386
"within a day",100,"f",1,1,"Broadway","Capitol Hill",47.61773102,-122.3262504,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",100,200,25,2,25,3,2,6,6,48,2,100,10,10,10,10,10,10,"f","strict","f","f",1,1.25,35,39,2,2,0,4,45,20,127
"N/A",94.8888888888889,"f",1,1,"Broadway","Capitol Hill",47.62419613,-122.32385,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",80,300,45,1,0,1,0,0,0,275,4,100,10,10,10,10,10,10,"f","flexible","f","f",1,0.33,40,40,0,0,0,0,11,3,91
"within a few hours",100,"f",3,3,"Broadway","Capitol Hill",47.62425179,-122.3258175,"House","Entire home/apt",8,3.5,4,5,"Real Bed",260,500,150,6,25,1,19,42,67,305,23,90,10,9,9,9,9,9,"f","flexible","f","f",3,1.76,42,170,91,17,44,84,42,18,490
"N/A",94.8888888888889,"f",1,1,"Broadway","Capitol Hill",47.62509141,-122.3284346,"House","Private room",1,1,1,1,"Real Bed",125,0,0,1,0,1,0,0,0,117,2,100,10,10,10,10,10,10,"f","flexible","f","f",1,0.44,20,20,0,0,0,0,0,9,40
"within a few hours",100,"f",1,1,"Broadway","Capitol Hill",47.62290084,-122.315046,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",119,0,0,1,0,1,8,16,46,321,17,91,10,9,10,10,10,9,"f","flexible","f","f",1,4.18,39,182,36,44,41,144,44,10,530
"within a few hours",100,"f",10,10,"Broadway","Capitol Hill",47.62552576,-122.3235894,"House","Entire home/apt",4,2.5,2,2,"Real Bed",182,2500,300,4,20,3,0,2,5,280,10,100,10,10,10,10,10,10,"f","strict","t","t",9,0.46,0,169,169,0,0,0,87,14,425
"within an hour",100,"f",3,3,"Broadway","Capitol Hill",47.61545123,-122.3287407,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",69,100,72,2,0,2,20,20,20,40,255,85,8,8,9,9,9,9,"f","strict","t","f",3,6.43,22,166,165,59,146,52,224,12,834
"within a few hours",100,"f",1,1,"Broadway","Capitol Hill",47.62108181,-122.3268029,"Apartment","Entire home/apt",4,1,1,1,"Real Bed",90,0,0,1,0,2,3,3,3,226,9,84,9,8,10,9,10,9,"t","flexible","f","f",1,1.17,45,84,0,0,0,0,19,11,148
"within an hour",99,"f",17,17,"Broadway","Capitol Hill",47.62701369,-122.3164475,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",69,95,25,1,0,1,16,37,67,342,4,90,8,10,9,10,10,9,"t","moderate","f","f",15,4,40,173,66,15,23,33,0,15,350
"N/A",94.8888888888889,"f",1,1,"Broadway","Capitol Hill",47.62696245,-122.3185082,"Apartment","Entire home/apt",3,1.5,2,2,"Real Bed",130,0,0,1,0,1,0,0,0,184,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","moderate","f","f",1,0,0,133,133,0,0,0,84,7,350
"within an hour",100,"f",3,3,"Broadway","Capitol Hill",47.61749952,-122.314098,"Apartment","Entire home/apt",6,1,2,2,"Real Bed",135,200,45,4,50,1,30,60,90,365,1,100,10,10,10,10,10,10,"f","moderate","f","f",3,0.45,23,82,31,13,0,5,0,12,154
"within a few hours",100,"f",1,1,"Broadway","Capitol Hill",47.62346221,-122.327337,"Apartment","Private room",2,2,1,1,"Real Bed",82,0,25,1,0,14,0,29,32,126,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,43,172,44,63,0,32,8,15,362
"within a day",100,"f",1,1,"Broadway","Capitol Hill",47.62304257,-122.3193855,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",212,0,0,1,0,2,30,60,90,365,4,95,10,10,10,10,10,9,"f","flexible","f","f",1,0.64,41,180,92,22,22,26,124,14,507
"within an hour",100,"f",18,18,"Broadway","Capitol Hill",47.62302486,-122.3242942,"House","Private room",1,1,1,1,"Real Bed",47,0,0,1,0,2,23,53,83,357,14,94,10,10,10,10,10,10,"f","strict","f","f",18,2.96,41,188,189,0,0,87,31,17,536
"within an hour",100,"f",3,3,"Broadway","Capitol Hill",47.61602024,-122.3140492,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",100,200,45,4,50,1,17,47,70,305,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","moderate","f","f",3,0,29,89,32,13,0,5,0,13,168
